column,711,161,59,2290,33,272,307,172,115,399,234,101,1145,199,259,717,280,506,727,419,49,173,1112,91,336,1042,6,1154,23,393
711,1,0.119099477,0.1230647328,0.1520371656,0.1387536607,0.1418152483,0.1477375886,0.1158260432,0.1245253197,0.1181826982,0.1231465703,0.1535692795,0.1696982968,0.140048919,0.1439100362,0.1760764943,0.1484984974,0.1627053181,0.1306982474,0.1149264845,0.1628687836,0.1873145968,0.1422970508,0.1738339226,0.1497540475,0.1220273784,0.072647834,0.1314494945,0.0997605697,0.1179782786
161,0.1014616759,1,0.0642858772,0.1401355064,0.1333530839,0.1502168772,0.0946238293,0.1030854477,0.0532827712,0.1133114826,0.0817843559,0.2900564224,0.1378704511,0.072445631,0.0457002624,0.1409284785,0.4719806788,0.150466011,0.056136944,0.2339432385,0.1634626195,0.1384096615,0.1498507049,0.0769016042,0.2560945869,0.1022427221,0.1830647862,0.1137889,0.142700007,0.1011054295
59,0.0719200898,0.0441001438,1,0.087364936,0.091661103,0.0917290006,0.0423282919,0.0678157015,0.2781639864,0.1377251243,0.5855489062,0.064595025,0.0982756169,0.2381050964,0.094067955,0.1151569686,0.0687382202,0.0930230888,0.2612582894,0.0381703745,0.0911990071,0.1027001533,0.1067158806,0.1669798341,0.0646125581,0.0953847352,0.078558019,0.0531436408,0.0570970211,0.4668254845
2290,0.0739506119,0.0800106903,0.0727130836,1,0.2867686415,0.2374274675,0.0353104419,0.0418942985,0.0993533735,0.0838579339,0.1086671494,0.0464645143,0.2937527499,0.117138714,0.0175785663,0.276534393,0.0489952426,0.3061461494,0.1134577927,0.0306934409,0.298205166,0.3035791697,0.282312761,0.0662079591,0.0658472878,0.2107518547,0.1754227555,0.0748010293,0.0697674179,0.120057037
33,0.0663044408,0.0748012841,0.0749491373,0.2817330641,1,0.2208782934,0.0111918203,0.0313257078,0.1031385573,0.0921105878,0.1125903143,0.0449363386,0.2932382679,0.1203123085,0.0193478431,0.2586498899,0.0388535307,0.3129494091,0.120804983,0.0251493444,0.3419013702,0.3098751302,0.3557712216,0.0665086651,0.062190306,0.2015192931,0.1886005593,0.0584962271,0.0488643048,0.1302030663
272,0.0653920612,0.0813071334,0.0723755956,0.2250821475,0.2131360772,1,0.1164154918,0.0488219343,0.091773069,0.0746447228,0.1028364497,0.0495066365,0.2269098911,0.1061236947,0.0217872848,0.2109726361,0.0523147647,0.2592361511,0.1030585385,0.0327791252,0.2371078819,0.2259402709,0.2361486891,0.0659916789,0.0562482336,0.1823623085,0.1451183634,0.0696823401,0.0725484887,0.1151793024
307,0.0548161927,0.0412122384,0.0268739804,0.0269357459,0.0086900129,0.0936756126,1,0.0268729823,0.0137752079,0.0502163578,0.0112696397,0.0497085464,0.0171638885,0.0131396285,0.0218842918,0.0151139668,0.0622512242,0.0283315222,0.0074806993,0.0281103636,0.0051672623,0.0151385408,0.0038834005,0.034611522,0.0425292428,0.0256801413,-0.0117590832,0.0240986504,0.0258931666,0.0133149878
172,0.0417441157,0.0436108176,0.0418217976,0.0310421619,0.0236260854,0.0381594345,0.0261027972,1,0.0334081339,0.0428239145,0.0394180931,0.0529384783,0.0345557691,0.0349348619,0.1709489903,0.038959428,0.0550665166,0.0315767425,0.0298859594,0.0325915631,0.0383390069,0.0370661805,0.0315922162,0.0409206111,0.0677308909,0.0219810115,0.0190506597,0.0465814457,0.4924951783,0.042876703
115,0.048961456,0.0245918548,0.1871461736,0.0803132626,0.0848632272,0.0782545892,0.0145974487,0.0364468359,1,0.1161112613,0.2221602876,0.0320642385,0.1035023112,0.4068704265,0.061010348,0.1065662349,0.0304053376,0.0908120226,0.4897193843,0.0146848145,0.0947663023,0.1040675661,0.1014171062,0.1133434961,0.032713023,0.0795182984,0.0642342573,0.0433351618,0.0302315658,0.2301298637
399,0.0401747257,0.0452148156,0.0801116329,0.0586072265,0.0655255094,0.0550295588,0.0460072598,0.0403920911,0.1003868214,1,0.1086130801,0.0455857735,0.0568022589,0.099659391,0.0215767826,0.0470231809,0.0447290371,0.0581241355,0.1078305673,0.0245077218,0.0740617859,0.0795228771,0.0705043785,0.0449913086,0.0522229251,0.0412669921,0.1052283565,0.0306097171,0.0407308504,0.1187879607
234,0.043409896,0.033841101,0.3531937339,0.0787540127,0.0830556705,0.078616083,0.010706773,0.0385543149,0.1991756277,0.1126288202,1,0.0340738656,0.0800909192,0.1755162858,0.0383978066,0.0845831858,0.0346430532,0.0767059095,0.2136684504,0.0148719154,0.081758203,0.0928601897,0.0989554763,0.0924158409,0.0369302238,0.0764720736,0.0967040552,0.0401798268,0.0439959171,0.4744229716
101,0.0499379838,0.1107176774,0.0359425694,0.0310639052,0.0305792039,0.0349130654,0.0435652148,0.0477649213,0.0265186206,0.043607076,0.0314326965,1,0.0333215269,0.0285632728,0.053768192,0.0429086638,0.1856923729,0.0327895761,0.0213498157,0.1276363731,0.0402159976,0.0409975301,0.0397062198,0.0601472869,0.2296691646,0.0236461166,0.0581001168,0.0500661718,0.0530768898,0.0346395691
1145,0.0574877287,0.0548247533,0.0569674575,0.2045915064,0.2078835598,0.1667051423,0.015670956,0.0324809846,0.0891766299,0.056606233,0.0769687655,0.0347133001,1,0.1138194035,0.0374887968,0.3701933043,0.0393360514,0.3596879552,0.1031286624,0.0201470993,0.3814534938,0.3347278843,0.3402036857,0.0675589059,0.0519541708,0.1311040549,0.09372569,0.0562244881,0.0377473247,0.0918833621
199,0.0429940902,0.0261065224,0.1250780451,0.0739328497,0.07729313,0.0706544086,0.010871619,0.0297576744,0.3176789712,0.0900011817,0.1528551226,0.0269656139,0.1031448717,1,0.0522496414,0.1099361177,0.0307931714,0.0926183458,0.350227803,0.0160423622,0.0965255748,0.1009152345,0.0910838426,0.0894386217,0.0365039571,0.0697369594,0.054908939,0.036260461,0.0267590059,0.1690629998
259,0.0431072763,0.0160688952,0.0482152691,0.0108255743,0.0121281313,0.0141533913,0.0176674608,0.142081324,0.0464800241,0.0190128476,0.0326286792,0.0495288536,0.0331484584,0.0509816413,1,0.041883396,0.0434290139,0.0199576471,0.0400230531,0.0448036357,0.0258495915,0.0306122269,0.0237805838,0.0819812111,0.0514336087,0.0207947592,-0.0234418958,0.0525008848,0.0816265404,0.0314235566
717,0.0531999767,0.049982347,0.0595365514,0.1717778666,0.163540074,0.1382401166,0.0123075232,0.032661309,0.0818904057,0.0417948763,0.0724982751,0.0398683619,0.3301725409,0.1081985532,0.0422466665,1,0.0435807432,0.280475942,0.0965263468,0.0272795873,0.2796077552,0.248840118,0.259806927,0.0699675225,0.0608634112,0.1304449524,0.0702522435,0.0495814836,0.0345335986,0.0836724221
280,0.0401020585,0.1496155213,0.0317633487,0.0272023555,0.0219571986,0.0306384496,0.0453079739,0.0412613247,0.0208832351,0.0355332668,0.0265395982,0.1542098145,0.0313572309,0.0270875686,0.0391530028,0.0389519478,1,0.0320208352,0.0184318434,0.1155653815,0.03358676,0.031024356,0.029048269,0.0505062107,0.1292498339,0.0210220065,0.0288331633,0.0335013213,0.0389554531,0.0317621992
506,0.0476646799,0.0517417559,0.0466303935,0.1843876062,0.1918540188,0.1646980282,0.0223690211,0.0256668879,0.0676615001,0.0500901601,0.0637466449,0.0295395637,0.3110449541,0.0883818221,0.019518425,0.2719446306,0.0347362539,1,0.0807044029,0.0173026291,0.3138538903,0.2712464396,0.26841426,0.0543224037,0.0394994013,0.1224638977,0.0898268986,0.0469697609,0.0350225963,0.0771560339
727,0.0345255675,0.0174071492,0.1180931027,0.0616188211,0.066781742,0.0590408966,0.0053259293,0.0219053007,0.3290195459,0.083794195,0.1601197998,0.0173435715,0.0804179097,0.3013649081,0.0352956982,0.0843930869,0.0180299793,0.0727735161,1,0.0098221997,0.0758158427,0.0836960726,0.0838587158,0.0706402727,0.0268721985,0.0561311442,0.0532050929,0.0284650793,0.0215179276,0.1823642503
419,0.0246456313,0.0588895378,0.0140065004,0.0135323554,0.0112862152,0.0152445668,0.0162468222,0.0193925969,0.008009246,0.0154605076,0.0090473275,0.0841719954,0.0127536556,0.0112062199,0.0320755109,0.0193618817,0.0917704743,0.0126659273,0.0079736565,1,0.0159612507,0.0126052843,0.0144632617,0.0335096902,0.0728133067,0.0116514195,0.0091677723,0.0163947591,0.018336634,0.0087081595
49,0.0373116886,0.0439575348,0.035750371,0.140452737,0.1639116136,0.1178015338,0.0031904335,0.0243701872,0.055215922,0.0499116828,0.0531339331,0.0283321309,0.2579591765,0.0720311662,0.0197697527,0.2120050495,0.0284925,0.2454367748,0.0657500301,0.0170511684,1,0.2443130618,0.2679217114,0.039821858,0.0413593041,0.0919913997,0.0844257142,0.0406463841,0.0323584573,0.0643536272
173,0.0421541299,0.036563077,0.0395478603,0.1404586433,0.1459341937,0.1102706807,0.0091819444,0.0231450061,0.0595644652,0.0526455386,0.0592832017,0.0283726267,0.2223631069,0.073976919,0.022998734,0.1853441347,0.0258539364,0.2083711659,0.0713021335,0.0132282175,0.2399982875,1,0.209822063,0.0459081057,0.0356631078,0.0886625369,0.085113046,0.0473150638,0.0259967298,0.064136452
1112,0.0320094199,0.0395684025,0.0410765867,0.1305630858,0.1674767605,0.115203413,0.0023543782,0.0197184581,0.058022503,0.0466550838,0.0631473767,0.027467162,0.2259036519,0.0667412362,0.0178584974,0.1934294384,0.0241967788,0.206106912,0.0714100026,0.0151714931,0.2630769277,0.2097319279,1,0.0387921512,0.0412524454,0.0990919165,0.0781638059,0.0333860079,0.0263288203,0.0732590023
91,0.0371428833,0.0192878716,0.0610503982,0.0290843443,0.029738643,0.0305793439,0.0199316806,0.0242601873,0.0615943717,0.0282794325,0.056017159,0.0395212314,0.0426114218,0.0622496881,0.0584784581,0.0494797527,0.0399614523,0.0396209724,0.0571376519,0.0333880973,0.0371411675,0.0435874988,0.0368470771,1,0.0365793671,0.0462311474,0.0045753329,0.0532131917,0.0113613388,0.0523322833
336,0.0297109594,0.0596411939,0.0219350402,0.0268586383,0.0258203802,0.0242016457,0.022740913,0.0372851462,0.0165067711,0.0304789696,0.020785172,0.1401245205,0.0304271207,0.0235911467,0.0340663499,0.0399654159,0.0949562365,0.0267506098,0.0201822808,0.0673641812,0.0358182429,0.0314404524,0.0363836195,0.0339651245,1,0.0225453864,0.0321344945,0.0202054488,0.0394937942,0.0232149503
1042,0.0246250804,0.0242192451,0.0329368942,0.0874379109,0.0851018182,0.0798092738,0.0139668968,0.0123077596,0.0408122741,0.0244976356,0.0437780908,0.0146741699,0.0780978059,0.0458410315,0.0140092463,0.0871239576,0.0157090505,0.0843594075,0.0428798452,0.0109642616,0.081032745,0.0795045568,0.08889487,0.0436630394,0.0229318954,1,0.0214167264,0.0264215488,0.0152400355,0.0480045356
6,0.0126251791,0.0373445741,0.0233608581,0.062677086,0.0685898234,0.0546934287,-0.0055077026,0.009186199,0.0283912768,0.0537958339,0.0476752674,0.0310502587,0.0480812617,0.0310834293,-0.013600288,0.0404077822,0.0185550685,0.0532876231,0.0350023352,0.0074294877,0.0640446074,0.0657268019,0.0603863346,0.0037213155,0.0281480453,0.0184436805,1,0.0219957559,0.0304091449,0.0517144758
1154,0.0238548412,0.0242395934,0.0165025974,0.0279082867,0.0222150501,0.0274244697,0.0117867065,0.0234553289,0.020001445,0.0163409727,0.0206851772,0.0279405748,0.0301193401,0.0214349231,0.0318071481,0.0297801628,0.0225130813,0.0290965184,0.0195550506,0.0138740362,0.0321982653,0.0381547429,0.0269339592,0.0451955664,0.0184819591,0.0237604962,0.0229689755,1,0.0207152686,0.0197158951
23,0.0175976624,0.0295479856,0.0172342705,0.0253021079,0.0180380514,0.0277537923,0.0123101506,0.2410510344,0.0135631337,0.021135889,0.0220161823,0.0287922013,0.0196555216,0.0153757757,0.048069317,0.020161732,0.0254460112,0.0210886834,0.0143689635,0.015083282,0.0249159137,0.0203772828,0.020646458,0.0093796037,0.0351145263,0.0133217618,0.0308663584,0.0201358061,1,0.0249816083
393,0.0228770787,0.0230134014,0.1548946649,0.0478623617,0.052834981,0.0484362885,0.0069585928,0.0230691105,0.1134945044,0.0677597692,0.260974333,0.0206559101,0.0525941841,0.1067869248,0.0203420327,0.0536995681,0.022806806,0.0510708956,0.1338650345,0.007874175,0.0544708923,0.0552630608,0.0631506183,0.0474927275,0.0226896691,0.0461275522,0.0577026504,0.0210667432,0.0274614107,1
